step,susceptible_status,infected_status,filtermean_virulence,ensemble,mutation_rate,virulence_init,total_infected
193,1.0,0.0,NaN,723,0.8,1.7,17.0
890,1.0,0.0,NaN,724,0.8,1.8,26.0
20000,0.9230926989335521,0.07690730106644791,0.06837760327683004,725,0.8,1.9,24327.0
20000,0.9197984679450928,0.0802015320549072,0.06539260715132991,726,0.8,2.0,24349.0
1126,1.0,0.0,NaN,727,0.0,1.0,67.0
584,1.0,0.0,NaN,728,0.0,1.1,27.0
184,1.0,0.0,NaN,729,0.0,1.2,12.0
710,1.0,0.0,NaN,730,0.0,1.3,53.0
1285,1.0,0.0,NaN,731,0.0,1.4,53.0
288,1.0,0.0,NaN,732,0.0,1.5,17.0
104,1.0,0.0,NaN,733,0.0,1.6,11.0
1200,1.0,0.0,NaN,734,0.0,1.7,80.0
382,1.0,0.0,NaN,735,0.0,1.8,15.0
197,1.0,0.0,NaN,736,0.0,1.9,16.0
895,1.0,0.0,NaN,737,0.0,2.0,29.0
664,1.0,0.0,NaN,738,0.4,1.0,18.0
717,1.0,0.0,NaN,739,0.4,1.1,25.0
20000,0.9043487351034916,0.09565126489650846,0.06365625981881672,740,0.4,1.2,24847.0
621,1.0,0.0,NaN,741,0.4,1.3,37.0
20000,0.9043268220961983,0.09567317790380173,0.06002260243683848,742,0.4,1.4,24757.0
20000,0.8955069625761531,0.10449303742384683,0.06160109964217325,743,0.4,1.5,25722.0
20000,0.896742671009772,0.103257328990228,0.062381008218930285,744,0.4,1.6,25260.0
587,1.0,0.0,NaN,745,0.4,1.7,32.0
295,1.0,0.0,NaN,746,0.4,1.8,15.0
511,1.0,0.0,NaN,747,0.4,1.9,17.0
20000,0.9032291995371832,0.09677080046281687,0.05878329615940403,748,0.4,2.0,24519.0
20000,0.9194959932517925,0.08050400674820751,0.06340141589746709,749,0.8,1.0,24633.0
20000,0.924417723437579,0.07558227656242106,0.06417710931136483,750,0.8,1.1,23587.0
20000,0.9248297537977999,0.0751702462022001,0.06303500810019604,751,0.8,1.2,24206.0
451,1.0,0.0,NaN,752,0.8,1.3,16.0
20000,0.9191621411947246,0.0808378588052754,0.06830903912063525,753,0.8,1.4,23958.0
1193,1.0,0.0,NaN,754,0.8,1.5,31.0
